action,course,city,id,verified,tee,our_rating,our_slope,oga_rating,oga_slope,delta,tees_conflicting,why
4-IGNORE,La Cantera Golf Club,San Antonio,la-cantera-golf-club,Y,Black,73.3,135,72.5,134,R+0.8 S+1,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Max Starcke Park Golf Course,Seguin,max-starcke-park-golf-course,n,Blue,69.6,110,71.7,121,R-2.1 S-11,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Naval Air Station Golf Course,TX,naval-air-station-golf-course,n,Blue,70.6,118,70.4,114,R+0.2 S+4,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Oak Course,Burleson,oak-course-2,n,Gold,68.3,124,73.5,135,R-5.2 S-11,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Oak Grove Golf Course,TX,oak-grove-golf-course,Y,Gold,70.7,125,70.4,129,R+0.3 S-4,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Oak Grove Golf Course,TX,oak-grove-golf-course,Y,Green,63.8,112,66.7,109,R-2.9 S+3,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Omni Barton Creek Resort Fazio Foothills Course,Austin,omni-barton-creek-resort-fazio-foothills-course,Y,Red,66.7,120,70.4,123,R-3.7 S-3,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Palo Duro Creek Golf Course,Canyon,palo-duro-creek-golf-course,Y,Blue,71,120,69.8,112,R+1.2 S+8,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Palo Duro Creek Golf Course,Canyon,palo-duro-creek-golf-course,Y,White,68,119,67.6,108,R+0.4 S+11,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Pampa Country Club,Pampa,pampa-country-club,Y,Blue,70.7,123,69.7,115,R+1.0 S+8,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Pecan Course,TX,pecan-course,n,Blue,74,134,71,125,R+3.0 S+9,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Pecan Course,TX,pecan-course,n,Gold,68.3,120,72.4,132,R-4.1 S-12,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Pecan Course,TX,pecan-course,n,White,71.1,129,69,124,R+2.1 S+5,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Perryton Golf Club,Perryton,perryton-golf-club,Y,Blue,71.6,123,70.7,115,R+0.9 S+8,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Perryton Golf Club,Perryton,perryton-golf-club,Y,White,70,119,69.3,112,R+0.7 S+7,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Pine Forest Golf Club,Bastrop,pine-forest-golf-club,n,Blue,71.3,133,71.5,126,R-0.2 S+7,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Plantation Golf Club,Frisco,plantation-golf-club,Y,Blue,70,121,70.9,122,R-0.9 S-1,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Pleasanton Country Club,Pleasanton,pleasanton-country-club,Y,Black,64.6,106,70.4,121,R-5.8 S-15,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Pleasanton Country Club,Pleasanton,pleasanton-country-club,Y,Blue,71.4,125,71,121,R+0.4 S+4,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Plum Creek Golf Course,Kyle,plum-creek-golf-course-2,Y,Blue,69.3,123,71.3,120,R-2.0 S+3,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Resort Course at La Cantera,San Antonio,resort-course-at-la-cantera,Y,Black,73.3,135,72.5,134,R+0.8 S+1,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,River Place Country Club,Austin,river-place-country-club,Y,Black,72.1,139,72,128,R+0.1 S+11,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,San Antonio Country Club,TX,san-antonio-country-club,Y,Blue,71,128,70.5,130,R+0.5 S-2,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,San Saba River Golf Course,san saba,san-saba-river-golf-course,Y,Blue,73.2,121,72.5,119,R+0.7 S+2,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,San Saba River Golf Course,san saba,san-saba-river-golf-course,Y,Gold,66.4,108,69.5,111,R-3.1 S-3,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,San Saba River Golf Course,san saba,san-saba-river-golf-course,Y,White,70.6,118,70.5,113,R+0.1 S+5,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Shadow Hawk Golf Club,Richmond,shadow-hawk-golf-club,Y,Hawk,75.6,139,74.7,133,R+0.9 S+6,1,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Shadow Hills Golf Course,Lubbock,shadow-hills-golf-course,Y,Blue,73.4,126,71.2,113,R+2.2 S+13,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Shadow Hills Golf Course,Lubbock,shadow-hills-golf-course,Y,White,71.4,120,69.8,113,R+1.6 S+7,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Shary Municipal Golf Course,Mission,shary-municipal-golf-course,n,Blue,66.9,112,69.9,118,R-3.0 S-6,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Shary Municipal Golf Course,Mission,shary-municipal-golf-course,n,White,65.6,110,68.2,115,R-2.6 S-5,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,South Padre Island Golf Club,TX,south-padre-island-golf-club,Y,Black,74,130,72.8,130,R+1.2 S+0,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,South Padre Island Golf Club,TX,south-padre-island-golf-club,Y,Gold,62.4,97,62.2,106,R+0.2 S-9,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,South Padre Island Golf Club,TX,south-padre-island-golf-club,Y,Red,65.9,112,66.7,114,R-0.8 S-2,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,South Padre Island Golf Club,TX,south-padre-island-golf-club,Y,White,69.7,122,67.6,121,R+2.1 S+1,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Stonetree Golf Club,TX,stonetree-golf-club,Y,Blue,72.7,129,70.3,123,R+2.4 S+6,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Stonetree Golf Club,TX,stonetree-golf-club,Y,Gold,68.6,122,73.5,129,R-4.9 S-7,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Stonetree Golf Club,TX,stonetree-golf-club,Y,White,70.7,125,68.4,120,R+2.3 S+5,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Summit Rock,TX,summit-rock,n,Bear,75.3,147,75.9,150,R-0.6 S-3,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Summit Rock,TX,summit-rock,n,Member,70,132,69.8,136,R+0.2 S-4,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Sweetwater Country Club,Sugar Land,sweetwater-country-club-2,Y,Blue,70,118,74.5,131,R-4.5 S-13,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,Sweetwater Country Club,Sugar Land,sweetwater-country-club-2,Y,White,68.6,115,70.7,126,R-2.1 S-11,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Club at Sonterra North Course,San Antonio,the-club-at-sonterra-north-course,Y,Blue,72.5,136,73.2,135,R-0.7 S+1,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Club at Sonterra North Course,San Antonio,the-club-at-sonterra-north-course,Y,White,70.1,130,70.9,133,R-0.8 S-3,2,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Hideout,Brownwood,the-hideout,Y,Blue,71.7,129,72.1,137,R-0.4 S-8,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Hideout,Brownwood,the-hideout,Y,Gold,73.7,131,74.3,139,R-0.6 S-8,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Hideout,Brownwood,the-hideout,Y,Red,66.7,117,66.6,121,R+0.1 S-4,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Hideout,Brownwood,the-hideout,Y,White,69.7,124,70.2,131,R-0.5 S-7,4,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Links Course at The Odessa Country Club,TX,the-links-course-at-the-odessa-country-club,n,Black,71.2,120,72.5,123,R-1.3 S-3,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Links Course at The Odessa Country Club,TX,the-links-course-at-the-odessa-country-club,n,Blue,70.1,116,69.9,121,R+0.2 S-5,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
4-IGNORE,The Links Course at The Odessa Country Club,TX,the-links-course-at-the-odessa-country-club,n,White,67.7,114,68.4,115,R-0.7 S-1,3,"Tee-name mismatch / OGA duplicate / minor re-rating (<1.5, few slope pts). Immaterial to scoring; no action needed."
